image_idx,rgb_file,depth_file,abs_rel,sq_rel,rmse,rmse_log,a1,a2,a3
0,1305031453.359684.png,1305031453.374112.png,0.593229,0.594866,0.870777,1.274307,0.248220,0.429058,0.573383
1,1305031453.391690.png,1305031453.404816.png,0.588156,0.591900,0.875973,1.285872,0.249567,0.431312,0.575518
2,1305031453.423683.png,1305031453.436941.png,0.605860,0.627854,0.902716,1.329081,0.240423,0.419860,0.562402
3,1305031453.459685.png,1305031453.473352.png,0.612683,0.651959,0.922007,1.311536,0.240344,0.420988,0.554733
4,1305031453.491698.png,1305031453.505218.png,0.567705,0.575084,0.884350,1.260352,0.252668,0.440098,0.590138
5,1305031453.523684.png,1305031453.538301.png,0.570352,0.585366,0.901098,1.309138,0.245211,0.434089,0.587660
6,1305031453.559753.png,1305031453.574074.png,0.570105,0.592433,0.914769,1.257888,0.241696,0.433977,0.584972
7,1305031453.591640.png,1305031453.605314.png,0.589221,0.632223,0.948219,1.270902,0.226415,0.414838,0.567762
8,1305031453.627706.png,1305031453.636951.png,0.616753,0.688000,0.988981,1.205565,0.211673,0.389159,0.538018
9,1305031453.659600.png,1305031453.673185.png,0.628195,0.721550,1.017791,1.295701,0.202025,0.378791,0.534198
10,1305031453.691678.png,1305031453.705487.png,0.639353,0.756354,1.047910,1.276484,0.197606,0.371299,0.526264
11,1305031453.727652.png,1305031453.736856.png,0.622260,0.725150,1.031959,1.078568,0.201116,0.376003,0.526342
12,1305031453.759694.png,1305031453.773786.png,0.650051,0.805028,1.092678,1.265724,0.195388,0.366237,0.518417
13,1305031453.791716.png,1305031453.805041.png,0.646555,0.794783,1.087643,1.115397,0.181211,0.356679,0.514491
14,1305031453.827773.png,1305031453.840352.png,0.661720,0.840300,1.115508,1.131306,0.184307,0.356133,0.510111
15,1305031453.859705.png,1305031453.869618.png,0.646919,0.805694,1.095524,1.087428,0.191749,0.359770,0.510037
16,1305031453.891710.png,1305031453.905519.png,0.572532,0.636146,0.987733,0.854665,0.215882,0.403209,0.562128
17,1305031453.927723.png,1305031453.940012.png,0.580179,0.661905,1.016314,0.948268,0.228989,0.393733,0.547605
18,1305031453.959641.png,1305031453.972592.png,0.579601,0.664946,1.033648,1.002104,0.237598,0.391701,0.556007
19,1305031453.991624.png,1305031454.003179.png,0.575129,0.654722,1.037607,1.043006,0.238865,0.404151,0.551583
20,1305031454.027662.png,1305031454.040976.png,0.579717,0.669085,1.056370,1.072596,0.245153,0.412590,0.547559
21,1305031454.059654.png,1305031454.072690.png,0.562638,0.636024,1.049005,1.104031,0.242283,0.423260,0.585551
22,1305031454.091651.png,1305031454.104619.png,0.520952,0.566369,1.011320,1.071206,0.269067,0.469298,0.631715
23,1305031454.127701.png,1305031454.141030.png,0.540243,0.613218,1.052825,1.143196,0.266564,0.462649,0.627255
24,1305031454.159672.png,1305031454.172688.png,0.477251,0.520470,1.014336,1.144850,0.301847,0.530479,0.719163
25,1305031454.191658.png,1305031454.204626.png,0.484985,0.537735,1.034155,1.160412,0.290230,0.534282,0.735707
26,1305031454.227671.png,1305031454.240858.png,0.466470,0.519562,1.031566,1.165746,0.312432,0.563099,0.761934
27,1305031454.259627.png,1305031454.273489.png,0.447925,0.516278,1.067427,1.205693,0.321196,0.587110,0.769444
28,1305031454.291639.png,1305031454.304744.png,0.445308,0.516259,1.073248,1.228616,0.326281,0.599654,0.777777
29,1305031454.327699.png,1305031454.340806.png,0.452068,0.526690,1.076346,1.283959,0.319478,0.592008,0.766239
30,1305031454.359636.png,1305031454.372652.png,0.468215,0.572722,1.137606,1.364264,0.308141,0.559534,0.738841
31,1305031454.391677.png,1305031454.401962.png,0.481355,0.600253,1.175949,1.326273,0.289114,0.548370,0.734790
32,1305031454.427465.png,1305031454.437248.png,0.517069,0.666944,1.228411,1.439942,0.269827,0.501897,0.708388
33,1305031454.459913.png,1305031454.470741.png,0.510605,0.677861,1.258614,1.518976,0.267468,0.517057,0.704198
34,1305031454.491617.png,1305031454.503859.png,0.519401,0.688031,1.261312,1.578533,0.262988,0.507170,0.699090
35,1305031454.527700.png,1305031454.538424.png,0.515463,0.667333,1.240179,1.481032,0.244357,0.512032,0.699217
36,1305031454.559575.png,1305031454.570323.png,0.510880,0.636788,1.201898,1.462251,0.239507,0.505921,0.716587
37,1305031454.591635.png,1305031454.602019.png,0.517358,0.624015,1.172238,1.425115,0.209874,0.490721,0.715453
38,1305031454.627580.png,1305031454.639284.png,0.522647,0.629275,1.173018,1.546325,0.216351,0.484755,0.714468
39,1305031454.659528.png,1305031454.669573.png,0.502196,0.585201,1.132142,1.427776,0.217131,0.500361,0.740335
40,1305031454.691884.png,1305031454.702030.png,0.497341,0.559086,1.091343,1.492946,0.209959,0.502877,0.746875
41,1305031454.727659.png,1305031454.740764.png,0.485869,0.547722,1.084674,1.450026,0.226064,0.514878,0.744150
42,1305031454.759732.png,1305031454.772865.png,0.475184,0.526953,1.063517,1.437006,0.236852,0.527127,0.748804
43,1305031454.791641.png,1305031454.802574.png,0.465103,0.519241,1.063186,1.476004,0.246350,0.540061,0.752035
44,1305031454.827570.png,1305031454.840500.png,0.458138,0.512676,1.057523,1.468056,0.263144,0.545523,0.750348
45,1305031454.859620.png,1305031454.870269.png,0.454300,0.498792,1.033404,1.446256,0.266266,0.545578,0.745033
46,1305031454.891764.png,1305031454.901065.png,0.443405,0.467333,0.984633,1.385444,0.283570,0.558408,0.753611
47,1305031454.927567.png,1305031454.940240.png,0.433865,0.443802,0.950387,1.363124,0.302318,0.563784,0.754766
48,1305031454.959648.png,1305031454.973081.png,0.425669,0.417702,0.910553,1.227638,0.309700,0.577040,0.763846
49,1305031454.991937.png,1305031455.010759.png,0.411764,0.394741,0.883394,1.207984,0.326391,0.597893,0.777614
50,1305031455.027799.png,1305031455.040446.png,0.418721,0.398852,0.881386,1.244400,0.323465,0.588701,0.775210
51,1305031455.059636.png,1305031455.074282.png,0.423738,0.397471,0.871931,1.203346,0.320141,0.577737,0.770764
52,1305031455.091700.png,1305031455.074282.png,0.423242,0.397375,0.871661,1.189392,0.322549,0.579466,0.769361
53,1305031455.127695.png,1305031455.142700.png,0.428847,0.397728,0.862580,1.188346,0.319544,0.569152,0.762948
54,1305031455.159720.png,1305031455.172771.png,0.434406,0.394280,0.846949,1.084874,0.317119,0.563284,0.758737
55,1305031455.191655.png,1305031455.210307.png,0.434473,0.387086,0.832622,1.101771,0.312515,0.561774,0.761253
56,1305031455.227581.png,1305031455.240960.png,0.432965,0.382459,0.825238,1.089573,0.318146,0.563597,0.763336
57,1305031455.259631.png,1305031455.273001.png,0.450467,0.395993,0.825850,1.088432,0.300061,0.540178,0.728613
58,1305031455.291831.png,1305031455.310303.png,0.447980,0.378538,0.794163,1.051508,0.295567,0.541946,0.732588
59,1305031455.327766.png,1305031455.342381.png,0.445799,0.368528,0.778092,1.011976,0.294641,0.549655,0.735806
60,1305031455.359630.png,1305031455.374120.png,0.461204,0.377187,0.769163,0.979958,0.282485,0.529305,0.712921
61,1305031455.391665.png,1305031455.374120.png,0.472892,0.390770,0.774158,1.009343,0.278168,0.528972,0.703586
62,1305031455.427642.png,1305031455.442380.png,0.457462,0.348045,0.704902,0.947902,0.282081,0.541551,0.714372
63,1305031455.459589.png,1305031455.473168.png,0.453199,0.339837,0.694621,0.903588,0.283968,0.548007,0.720822
64,1305031455.491637.png,1305031455.509397.png,0.468725,0.357897,0.708599,0.933541,0.270466,0.527387,0.700879
65,1305031455.527610.png,1305031455.540835.png,0.465227,0.353269,0.704912,0.911302,0.266793,0.527098,0.707082
66,1305031455.559669.png,1305031455.572996.png,0.479445,0.377118,0.737368,0.891349,0.254276,0.504442,0.693715
67,1305031455.591645.png,1305031455.608802.png,0.495896,0.409727,0.781441,0.991822,0.242114,0.481665,0.673795
68,1305031455.627617.png,1305031455.641333.png,0.512410,0.439642,0.813683,1.029378,0.236631,0.462430,0.663925
69,1305031455.659615.png,1305031455.672887.png,0.515369,0.448136,0.825089,1.012897,0.235947,0.454961,0.661240
70,1305031455.691605.png,1305031455.707680.png,0.517903,0.455374,0.836264,0.961554,0.235153,0.447226,0.655409
71,1305031455.727628.png,1305031455.742005.png,0.516030,0.457173,0.843163,0.970384,0.235191,0.447450,0.660298
72,1305031455.759683.png,1305031455.773667.png,0.514235,0.456259,0.845132,0.973224,0.235633,0.447353,0.664172
73,1305031455.791666.png,1305031455.809109.png,0.508812,0.451628,0.843336,0.933262,0.234794,0.449962,0.679794
74,1305031455.827590.png,1305031455.838364.png,0.506123,0.454194,0.851480,0.917463,0.234742,0.451496,0.686674
75,1305031455.859526.png,1305031455.872220.png,0.495523,0.445741,0.854511,0.923971,0.239937,0.460136,0.701853
76,1305031455.891657.png,1305031455.908418.png,0.509481,0.470329,0.877459,0.956121,0.231085,0.443180,0.689029
77,1305031455.927955.png,1305031455.939606.png,0.505220,0.468627,0.881880,0.962271,0.231597,0.445060,0.692005
78,1305031455.959716.png,1305031455.973594.png,0.503501,0.468019,0.882117,0.945202,0.229694,0.448789,0.695313
79,1305031455.991694.png,1305031456.008998.png,0.497538,0.458722,0.871790,0.953464,0.233809,0.454168,0.697881
80,1305031456.027770.png,1305031456.041930.png,0.486294,0.431981,0.834955,0.897529,0.236498,0.470158,0.719575
81,1305031456.059713.png,1305031456.073846.png,0.478563,0.411822,0.798579,0.956526,0.248151,0.476107,0.723550
82,1305031456.091707.png,1305031456.108963.png,0.467866,0.389348,0.768623,0.855458,0.254066,0.480582,0.732737
83,1305031456.127645.png,1305031456.140836.png,0.455205,0.369566,0.747467,0.847516,0.261308,0.493272,0.748718
84,1305031456.159731.png,1305031456.173198.png,0.447431,0.358800,0.739472,0.860694,0.264925,0.500013,0.758060
85,1305031456.191658.png,1305031456.208934.png,0.443803,0.354883,0.736324,0.909168,0.264329,0.507810,0.769288
86,1305031456.227678.png,1305031456.240996.png,0.452380,0.360588,0.733743,0.910864,0.255025,0.491875,0.753649
87,1305031456.259614.png,1305031456.277928.png,0.440873,0.338206,0.702697,0.869686,0.262449,0.503698,0.764049
88,1305031456.291675.png,1305031456.277928.png,0.434292,0.332527,0.700429,0.833019,0.270235,0.517150,0.774639
89,1305031456.327718.png,1305031456.341659.png,0.416939,0.300992,0.660327,0.793182,0.265480,0.544375,0.816927
90,1305031456.359846.png,1305031456.377115.png,0.434706,0.316037,0.658580,0.680619,0.245664,0.520219,0.785283
91,1305031456.391619.png,1305031456.377115.png,0.431735,0.313512,0.656264,0.668915,0.251257,0.525724,0.792822
92,1305031456.427662.png,1305031456.440717.png,0.450826,0.333001,0.672873,0.713593,0.221234,0.509805,0.790847
93,1305031456.459610.png,1305031456.476027.png,0.430199,0.305904,0.653588,0.668644,0.234542,0.533445,0.814542
94,1305031456.491677.png,1305031456.476027.png,0.420151,0.295553,0.644661,0.651026,0.247375,0.548118,0.821937
95,1305031456.527641.png,1305031456.541832.png,0.417292,0.278982,0.610780,0.641233,0.249172,0.544645,0.815793
96,1305031456.559608.png,1305031456.576087.png,0.414583,0.271877,0.597622,0.631242,0.250633,0.546089,0.817903
97,1305031456.591651.png,1305031456.576087.png,0.419210,0.275977,0.601104,0.619790,0.241795,0.544062,0.807175
98,1305031456.627612.png,1305031456.640699.png,0.421424,0.268038,0.578806,0.614206,0.240871,0.544465,0.793108
99,1305031456.659665.png,1305031456.675835.png,0.413411,0.254499,0.555742,0.600452,0.263356,0.542731,0.785547
100,1305031456.691612.png,1305031456.675835.png,0.421869,0.264379,0.566664,0.630666,0.254245,0.533874,0.773967
101,1305031456.727693.png,1305031456.740863.png,0.398258,0.232935,0.526404,0.579389,0.278262,0.568741,0.794625
102,1305031456.759615.png,1305031456.777218.png,0.388939,0.218192,0.504288,0.558873,0.284943,0.582052,0.795029
103,1305031456.791649.png,1305031456.777218.png,0.394196,0.224413,0.512216,0.582799,0.280982,0.579657,0.788665
104,1305031456.827603.png,1305031456.841050.png,0.392169,0.225290,0.514193,0.598826,0.298388,0.574778,0.773960
105,1305031456.859634.png,1305031456.878006.png,0.395719,0.225616,0.508887,0.610223,0.294185,0.573747,0.769030
106,1305031456.891672.png,1305031456.878006.png,0.392780,0.220792,0.503555,0.595270,0.286420,0.578234,0.770276
107,1305031456.927690.png,1305031456.942298.png,0.394258,0.217420,0.494928,0.657598,0.283885,0.578988,0.769617
108,1305031456.959667.png,1305031456.942298.png,0.394719,0.218592,0.495835,0.630705,0.288668,0.575468,0.767304
109,1305031456.991709.png,1305031457.006193.png,0.382030,0.200038,0.465095,0.588919,0.301781,0.592401,0.773986
110,1305031457.027648.png,1305031457.042512.png,0.385662,0.201238,0.463381,0.592640,0.297916,0.588474,0.770314
111,1305031457.059621.png,1305031457.076011.png,0.389504,0.202229,0.460694,0.587826,0.297014,0.583134,0.767950
112,1305031457.091655.png,1305031457.076011.png,0.395047,0.208754,0.466653,0.602069,0.297391,0.575114,0.763556
113,1305031457.127632.png,1305031457.142120.png,0.426390,0.238106,0.490499,0.685972,0.280801,0.545071,0.735151
114,1305031457.159693.png,1305031457.142120.png,0.433251,0.246020,0.499133,0.712557,0.276525,0.539617,0.729201
115,1305031457.191735.png,1305031457.177463.png,0.443772,0.258133,0.510604,0.739348,0.273793,0.525161,0.723724
116,1305031457.227543.png,1305031457.240792.png,0.453683,0.268535,0.521160,0.748000,0.266336,0.514863,0.714512
117,1305031457.259691.png,1305031457.277247.png,0.445088,0.263522,0.519679,0.759674,0.273679,0.524076,0.719589
118,1305031457.291656.png,1305031457.277247.png,0.435774,0.250677,0.506706,0.703446,0.272315,0.530135,0.725518
119,1305031457.327548.png,1305031457.342954.png,0.464907,0.288462,0.550507,0.739653,0.261201,0.482091,0.719030
120,1305031457.359712.png,1305031457.376037.png,0.394143,0.210595,0.474711,0.564287,0.300390,0.564895,0.787767
121,1305031457.391684.png,1305031457.376037.png,0.388764,0.203391,0.465391,0.545414,0.303530,0.569892,0.797579
122,1305031457.427641.png,1305031457.441357.png,0.418414,0.242649,0.517734,0.631883,0.284983,0.521671,0.786215
123,1305031457.459614.png,1305031457.476577.png,0.412694,0.242865,0.525603,0.661183,0.293381,0.527891,0.794059
124,1305031457.491705.png,1305031457.476577.png,0.411587,0.241418,0.524812,0.662030,0.290475,0.526813,0.793145
125,1305031457.527638.png,1305031457.543946.png,0.418928,0.259812,0.557997,0.737483,0.282939,0.521643,0.785675
126,1305031457.559685.png,1305031457.543946.png,0.416723,0.256854,0.554271,0.647692,0.284154,0.526565,0.791887
127,1305031457.591678.png,1305031457.576581.png,0.429605,0.284797,0.600993,0.750096,0.277063,0.515855,0.784260
128,1305031457.627526.png,1305031457.643534.png,0.425178,0.293436,0.629759,0.772179,0.282362,0.520818,0.794824
129,1305031457.659632.png,1305031457.675414.png,0.428949,0.302325,0.643898,0.744474,0.277408,0.518038,0.796098
130,1305031457.691570.png,1305031457.675414.png,0.421792,0.290525,0.630773,0.701145,0.282142,0.521254,0.805502
131,1305031457.727669.png,1305031457.745071.png,0.419315,0.290018,0.630066,0.708838,0.283284,0.526951,0.810409
132,1305031457.759556.png,1305031457.773518.png,0.424978,0.302917,0.649038,0.707061,0.276470,0.526108,0.804375
133,1305031457.791567.png,1305031457.807824.png,0.447995,0.342564,0.695508,0.738668,0.255383,0.514676,0.783272
134,1305031457.827699.png,1305031457.842853.png,0.455887,0.374259,0.753792,0.763284,0.256170,0.507714,0.770911
135,1305031457.859623.png,1305031457.875920.png,0.458996,0.398086,0.798906,0.796741,0.259606,0.511044,0.759204
136,1305031457.891593.png,1305031457.906126.png,0.487776,0.459969,0.863965,0.882133,0.253701,0.502203,0.715448
137,1305031457.927633.png,1305031457.942604.png,0.506507,0.512187,0.924202,0.957628,0.243597,0.496641,0.694716
138,1305031457.959632.png,1305031457.942604.png,0.510455,0.512245,0.918528,0.919439,0.235335,0.489268,0.694116
139,1305031457.991644.png,1305031457.976744.png,0.517440,0.537969,0.950714,0.958305,0.231274,0.489102,0.685394
140,1305031458.027845.png,1305031458.046303.png,0.543221,0.611493,1.037164,1.040695,0.221390,0.463370,0.651348
141,1305031458.059689.png,1305031458.046303.png,0.547418,0.610704,1.030754,1.025979,0.214358,0.456690,0.643827
142,1305031458.091690.png,1305031458.077315.png,0.556372,0.651924,1.084179,1.080220,0.212028,0.451882,0.634114
143,1305031458.127605.png,1305031458.144808.png,0.540745,0.618184,1.057039,1.047571,0.217241,0.464896,0.653854
144,1305031458.159638.png,1305031458.144808.png,0.537759,0.612545,1.051993,1.033211,0.216086,0.469149,0.657508
145,1305031458.191646.png,1305031458.178039.png,0.544192,0.628088,1.063489,1.071392,0.223316,0.465806,0.652027
146,1305031458.227611.png,1305031458.245729.png,0.549913,0.610509,1.019722,1.012713,0.216053,0.459354,0.645049
147,1305031458.259934.png,1305031458.245729.png,0.541422,0.601609,1.014627,1.085875,0.224871,0.473197,0.659139
148,1305031458.291664.png,1305031458.277447.png,0.549403,0.615834,1.019198,1.235042,0.226843,0.472850,0.657584
149,1305031458.327628.png,1305031458.343898.png,0.543456,0.604736,1.029686,1.158635,0.222916,0.463882,0.654680
150,1305031458.359590.png,1305031458.343898.png,0.554735,0.637345,1.050514,1.310771,0.229941,0.470546,0.651035
151,1305031458.391626.png,1305031458.376213.png,0.585329,0.707134,1.111910,1.470705,0.215853,0.427997,0.603763
152,1305031458.427598.png,1305031458.443957.png,0.584501,0.729684,1.171174,1.396246,0.213672,0.413643,0.600913
153,1305031458.459637.png,1305031458.443957.png,0.596310,0.761128,1.189591,1.454123,0.215488,0.414433,0.590466
154,1305031458.491696.png,1305031458.476034.png,0.641228,0.864728,1.267037,1.546893,0.209503,0.372650,0.540588
155,1305031458.527737.png,1305031458.544401.png,0.733843,1.121358,1.466524,1.736902,0.154113,0.298671,0.448656
156,1305031458.559628.png,1305031458.544401.png,0.720188,1.072417,1.432227,1.556964,0.154935,0.297116,0.448811
157,1305031458.591641.png,1305031458.576178.png,0.747930,1.148780,1.478238,1.685309,0.146450,0.283636,0.428427
158,1305031458.627659.png,1305031458.643659.png,0.731497,1.094710,1.452610,1.568187,0.147638,0.286657,0.440262
159,1305031458.659623.png,1305031458.643659.png,0.697683,1.034597,1.424059,1.608047,0.169471,0.322074,0.472353
160,1305031458.691674.png,1305031458.676991.png,0.638006,0.878900,1.303129,1.414459,0.205684,0.380195,0.522004
161,1305031458.727650.png,1305031458.744924.png,0.659959,0.898326,1.309343,1.568682,0.189840,0.363969,0.518801
162,1305031458.759945.png,1305031458.773802.png,0.711995,0.995864,1.362281,1.658517,0.164879,0.319585,0.469743
163,1305031458.791632.png,1305031458.773802.png,0.667135,0.901686,1.301179,1.500189,0.196245,0.349523,0.503019
164,1305031458.827564.png,1305031458.842919.png,0.668554,0.881786,1.281762,1.487582,0.183656,0.356427,0.511909
165,1305031458.859887.png,1305031458.875889.png,0.676145,0.887702,1.278220,1.437999,0.179891,0.350040,0.496779
166,1305031458.891665.png,1305031458.875889.png,0.684276,0.901166,1.286101,1.482611,0.173068,0.341731,0.492624
167,1305031458.927621.png,1305031458.943997.png,0.707541,0.950435,1.311876,1.534716,0.175770,0.330953,0.471217
168,1305031458.959617.png,1305031458.943997.png,0.697312,0.933089,1.301671,1.629343,0.181318,0.342107,0.487085
169,1305031458.991647.png,1305031458.976007.png,0.657709,0.843943,1.245693,1.453856,0.200540,0.365483,0.510023
170,1305031459.027665.png,1305031459.012560.png,0.675309,0.871411,1.247479,1.531044,0.197024,0.355386,0.493072
171,1305031459.059631.png,1305031459.073657.png,0.773489,1.088382,1.385192,1.669878,0.140531,0.285374,0.410468
172,1305031459.091650.png,1305031459.073657.png,0.748183,1.041681,1.360160,1.614066,0.164248,0.297337,0.418304
173,1305031459.127618.png,1305031459.112711.png,0.808913,1.176364,1.433762,1.657349,0.112486,0.254028,0.378549
174,1305031459.159639.png,1305031459.144497.png,0.874201,1.327679,1.508256,1.681783,0.077526,0.199210,0.339397
175,1305031459.191674.png,1305031459.176463.png,1.057180,1.778809,1.589422,1.197336,0.049229,0.127287,0.223392
176,1305031459.227607.png,1305031459.244159.png,1.953792,7.127976,2.636446,1.174330,0.068586,0.180777,0.315361
177,1305031459.259760.png,1305031459.274941.png,2.039949,7.674428,2.711942,1.198860,0.068403,0.153621,0.286304
178,1305031459.291690.png,1305031459.274941.png,2.581110,12.183662,3.425248,1.598447,0.037304,0.098128,0.163270
179,1305031459.327632.png,1305031459.311921.png,1.390757,3.064901,1.967562,1.763327,0.048864,0.089806,0.157159
180,1305031459.359651.png,1305031459.374084.png,1.057487,1.741416,1.626917,1.784241,0.061370,0.144539,0.246451
181,1305031459.391667.png,1305031459.408831.png,1.084634,1.789531,1.598710,1.807211,0.065589,0.147591,0.255193
182,1305031459.427646.png,1305031459.443181.png,0.824118,1.071050,1.253372,1.248536,0.124387,0.268902,0.395578
183,1305031459.459679.png,1305031459.473401.png,0.841923,1.085990,1.262090,1.443697,0.120758,0.249693,0.382110
184,1305031459.491555.png,1305031459.473401.png,0.614023,0.626287,0.995079,0.952424,0.174097,0.353011,0.541478
185,1305031459.527594.png,1305031459.544431.png,0.729026,0.756269,0.994824,1.098515,0.160983,0.314102,0.466988
186,1305031459.559647.png,1305031459.544431.png,0.758247,0.809726,1.019314,1.207758,0.153769,0.296043,0.443149
187,1305031459.591695.png,1305031459.576817.png,0.695754,0.682965,0.922825,1.145232,0.185807,0.350332,0.521060
188,1305031459.627608.png,1305031459.611939.png,0.676349,0.647684,0.896826,1.260417,0.203009,0.380018,0.543939
189,1305031459.659641.png,1305031459.675678.png,0.652399,0.575270,0.825021,1.018593,0.208855,0.392270,0.545326
190,1305031459.691604.png,1305031459.675678.png,0.681801,0.615452,0.851601,1.234119,0.192334,0.371917,0.526503
191,1305031459.727551.png,1305031459.743425.png,0.587389,0.459245,0.731164,0.953162,0.233606,0.434674,0.596353
192,1305031459.759635.png,1305031459.743425.png,0.579191,0.447215,0.720830,0.904876,0.241279,0.437483,0.600515
193,1305031459.791650.png,1305031459.776577.png,0.566001,0.431370,0.711266,0.845795,0.241361,0.440668,0.606090
194,1305031459.827664.png,1305031459.812562.png,0.597372,0.479360,0.742357,0.866655,0.224999,0.419286,0.577794
195,1305031459.859660.png,1305031459.844736.png,0.679102,0.616427,0.835620,1.079382,0.197877,0.377778,0.523697
196,1305031459.891596.png,1305031459.877006.png,0.710003,0.679375,0.877909,1.161319,0.186185,0.363860,0.511119
197,1305031459.927607.png,1305031459.943616.png,0.728908,0.732289,0.916947,1.174754,0.183382,0.364710,0.509885
198,1305031459.959650.png,1305031459.943616.png,0.718917,0.716165,0.906788,1.157766,0.186509,0.373160,0.529901
199,1305031459.991725.png,1305031459.979430.png,0.737444,0.765533,0.935742,1.191784,0.185137,0.374816,0.526063
200,1305031460.027565.png,1305031460.011909.png,0.707940,0.708548,0.908578,1.030980,0.197965,0.385233,0.536075
201,1305031460.059659.png,1305031460.043717.png,0.693627,0.684705,0.886546,0.936055,0.207321,0.389079,0.549014
202,1305031460.091717.png,1305031460.079449.png,0.769018,0.853457,0.993564,1.224771,0.188498,0.360044,0.500601
203,1305031460.127690.png,1305031460.111951.png,0.805958,0.954093,1.055827,1.380371,0.188131,0.340894,0.470803
204,1305031460.159678.png,1305031460.144204.png,0.830656,1.033842,1.117267,1.406901,0.178769,0.331607,0.452751
205,1305031460.191559.png,1305031460.178730.png,0.807108,1.008651,1.134488,1.475532,0.189091,0.345768,0.465443
206,1305031460.227761.png,1305031460.243467.png,0.789121,0.981973,1.135727,1.452981,0.196079,0.345741,0.467092
207,1305031460.259667.png,1305031460.243467.png,0.809807,1.029024,1.155357,1.517591,0.192395,0.334660,0.455111
208,1305031460.291689.png,1305031460.279164.png,0.798926,1.007552,1.141027,1.340551,0.198480,0.330944,0.453849
209,1305031460.327512.png,1305031460.342879.png,0.791303,0.989049,1.128711,1.335572,0.199039,0.326606,0.457875
210,1305031460.359630.png,1305031460.342879.png,0.811001,1.023654,1.133384,1.314101,0.189654,0.310779,0.444459
211,1305031460.391611.png,1305031460.377806.png,0.762644,0.909719,1.073089,1.170453,0.196698,0.334426,0.471973
212,1305031460.427477.png,1305031460.444036.png,0.714846,0.800999,1.004384,1.120193,0.215933,0.359845,0.503762
213,1305031460.459620.png,1305031460.444036.png,0.701331,0.766791,0.977486,1.062729,0.211870,0.363422,0.518710
214,1305031460.491504.png,1305031460.479856.png,0.588298,0.539861,0.827594,0.817584,0.238540,0.421507,0.579526
215,1305031460.527570.png,1305031460.544245.png,0.548264,0.457785,0.743076,0.765746,0.271760,0.459881,0.614036
216,1305031460.559647.png,1305031460.544245.png,0.526294,0.427475,0.722746,0.740971,0.278375,0.480210,0.653142
217,1305031460.591855.png,1305031460.579561.png,0.494562,0.376164,0.675598,0.709199,0.292091,0.510218,0.676238
218,1305031460.627625.png,1305031460.612190.png,0.479797,0.354238,0.653396,0.702607,0.301988,0.527129,0.695362
219,1305031460.659764.png,1305031460.644011.png,0.454953,0.317817,0.617409,0.661848,0.307801,0.547024,0.714518
220,1305031460.691671.png,1305031460.679350.png,0.439782,0.294479,0.593132,0.631766,0.309497,0.562306,0.736169
221,1305031460.727675.png,1305031460.711684.png,0.439818,0.295011,0.593020,0.643818,0.311653,0.566251,0.741959
222,1305031460.759667.png,1305031460.743767.png,0.441290,0.297925,0.596177,0.661656,0.308883,0.563706,0.739687
223,1305031460.791660.png,1305031460.779201.png,0.422541,0.269782,0.563416,0.622307,0.313956,0.580153,0.762368
224,1305031460.827660.png,1305031460.843836.png,0.421491,0.274384,0.571871,0.654488,0.321779,0.581092,0.762460
225,1305031460.859714.png,1305031460.843836.png,0.409982,0.255947,0.549047,0.603163,0.324811,0.591712,0.772855
226,1305031460.891774.png,1305031460.879093.png,0.401388,0.246609,0.538240,0.610433,0.332666,0.603715,0.788849
227,1305031460.927562.png,1305031460.943375.png,0.394338,0.231689,0.514133,0.590499,0.335659,0.613850,0.803370
228,1305031460.959649.png,1305031460.943375.png,0.393598,0.234081,0.520240,0.614683,0.335996,0.615664,0.806814
229,1305031460.991668.png,1305031460.979083.png,0.368252,0.203738,0.482154,0.556366,0.358553,0.643521,0.830187
230,1305031461.027620.png,1305031461.043398.png,0.365011,0.209089,0.501678,0.585418,0.361982,0.647865,0.824458
231,1305031461.059662.png,1305031461.043398.png,0.375107,0.217714,0.509682,0.601363,0.350945,0.636168,0.811739
232,1305031461.091728.png,1305031461.079602.png,0.368198,0.220915,0.525838,0.643588,0.360899,0.648616,0.814393
233,1305031461.127586.png,1305031461.111961.png,0.375795,0.226379,0.529019,0.657336,0.353046,0.636379,0.809284
234,1305031461.159720.png,1305031461.144098.png,0.368207,0.212020,0.509802,0.609866,0.355910,0.642275,0.812832
235,1305031461.192013.png,1305031461.179883.png,0.382921,0.243073,0.558209,0.762045,0.349036,0.639385,0.798281
236,1305031461.227607.png,1305031461.211180.png,0.394658,0.259528,0.581279,0.827398,0.338466,0.618483,0.790145
237,1305031461.259642.png,1305031461.246864.png,0.387789,0.253138,0.574432,0.801764,0.351316,0.625614,0.789020
238,1305031461.291656.png,1305031461.278888.png,0.393600,0.264648,0.593313,0.824670,0.347887,0.615782,0.778245
239,1305031461.327751.png,1305031461.311240.png,0.393581,0.268092,0.601594,0.843123,0.351114,0.612226,0.776994
240,1305031461.359709.png,1305031461.346875.png,0.366044,0.238239,0.570971,0.780104,0.369552,0.659409,0.790342
241,1305031461.391708.png,1305031461.378850.png,0.368790,0.247024,0.584551,0.836516,0.369937,0.659525,0.793546
242,1305031461.427624.png,1305031461.411130.png,0.351455,0.220858,0.546429,0.785891,0.387617,0.690070,0.803712
243,1305031461.459781.png,1305031461.447015.png,0.375569,0.245128,0.571769,0.925426,0.358268,0.652991,0.789399
